sample_index,player_url,expected_afltables_identity,child_status,base_outcome,population_outcome,population_reason,corrected_identity,recommended_disposition,visible_name,title_birth_year,retained_birth_year,retained_debut_season,retained_last_season,retained_career_games,draftguru_games,earliest_recruitment_year,earliest_recruitment_event_type,ledger_status,reason_codes,operator_verdict
3103,https://www.draftguru.com.au/players/sid_draper/1,players/S/Sid_Draper.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Sid Draper,2006,2006,2025,2025,10,10,2024,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3104,https://www.draftguru.com.au/players/simon_arnott/1,players/S/Simon_Arnott.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Arnott,1976,1976,1995,2000,56,56,1994,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3105,https://www.draftguru.com.au/players/simon_atkins/1,players/S/Simon_Atkins.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Atkins,1968,1969,1987,1996,168,41,1994,Pre-Season,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
3106,https://www.draftguru.com.au/players/simon_beaumont/1,players/S/Simon_Beaumont.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Beaumont,1975,1976,1995,2005,179,179,1993,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3107,https://www.draftguru.com.au/players/simon_black/1,players/S/Simon_Black.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Black,1979,1979,1998,2013,322,322,1997,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3108,https://www.draftguru.com.au/players/simon_buckley/1,players/S/Simon_Buckley.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Buckley,1987,1987,2007,2012,47,47,2005,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3109,https://www.draftguru.com.au/players/simon_cox/1,players/S/Simon_Cox.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Cox,1977,1977,1995,2003,93,93,1994,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3110,https://www.draftguru.com.au/players/simon_crawshay/1,players/S/Simon_Crawshay.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Crawshay,1974,1974,1994,1996,19,19,1991,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3111,https://www.draftguru.com.au/players/simon_dennis/1,players/S/Simon_Dennis.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Dennis,1973,1973,1993,1993,2,2,1991,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3112,https://www.draftguru.com.au/players/simon_eastaugh/1,players/S/Simon_Eastaugh.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Eastaugh,1973,1973,1998,2002,29,29,1989,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3113,https://www.draftguru.com.au/players/simon_eishold/1,players/S/Simon_Eishold.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Eishold,1967,1967,1986,1993,82,5,1992,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
3114,https://www.draftguru.com.au/players/simon_feast/1,players/S/Simon_Feast.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Feast,1974,1975,1999,2001,14,14,1998,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3115,https://www.draftguru.com.au/players/simon_fletcher/1,players/S/Simon_Fletcher.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Fletcher,1978,1978,1999,2004,90,90,1995,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3116,https://www.draftguru.com.au/players/simon_garlick/1,players/S/Simon_Garlick.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Garlick,1975,1975,1994,2004,181,181,1993,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3117,https://www.draftguru.com.au/players/simon_godfrey/1,players/S/Simon_Godfrey.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Godfrey,1980,1980,2000,2007,105,105,1999,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3118,https://www.draftguru.com.au/players/simon_goodwin/1,players/S/Simon_Goodwin.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Goodwin,1976,1977,1997,2010,275,275,1995,Pre-Season,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3119,https://www.draftguru.com.au/players/simon_hawking/1,players/S/Simon_Hawking.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Hawking,1973,1973,1993,1996,60,0,1996,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT,
3120,https://www.draftguru.com.au/players/simon_hogan/1,players/S/Simon_Hogan.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Hogan,1988,1988,2009,2011,22,22,2006,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3121,https://www.draftguru.com.au/players/simon_hose/1,players/S/Simon_Hose.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Hose,1967,1967,1989,1989,5,5,1988,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3122,https://www.draftguru.com.au/players/simon_luhrs/1,players/S/Simon_Luhrs.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Luhrs,1970,1970,1991,1992,12,0,1992,Mid-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT,
3123,https://www.draftguru.com.au/players/simon_minton-connell/1,players/S/Simon_Minton-Connell.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Minton-Connell,1969,1969,1989,1998,112,112,1986,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3124,https://www.draftguru.com.au/players/simon_phillips/1,players/S/Simon_Phillips.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Phillips,1987,1987,2006,2012,14,14,2005,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3125,https://www.draftguru.com.au/players/simon_prestigiacomo/1,players/S/Simon_Prestigiacomo.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Prestigiacomo,1978,1978,1996,2010,233,233,1995,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3126,https://www.draftguru.com.au/players/simon_taylor/1,players/S/Simon_Taylor0.html,bridged,offline_contradict,confirmed_source_mislink,ZERO_GAME_DRAFTEE_RESOLVES_TO_RETIRED_NAMESAKE,,exclude_from_bridge,Simon Taylor,1970,1970,1989,1989,2,0,1991,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;CAREER_ENDED_BEFORE_EARLIEST_RECRUITMENT;GAMES_INCONSISTENT,
3127,https://www.draftguru.com.au/players/simon_taylor/2,players/S/Simon_Taylor1.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Taylor,1982,1982,2005,2010,85,85,2004,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3128,https://www.draftguru.com.au/players/simon_tregenza/1,players/S/Simon_Tregenza.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Tregenza,1971,1971,1991,1998,106,106,1987,,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3129,https://www.draftguru.com.au/players/simon_tunbridge/1,players/S/Simon_Tunbridge.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Tunbridge,1993,1993,2013,2016,10,10,2010,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3130,https://www.draftguru.com.au/players/simon_verbeek/1,players/S/Simon_Verbeek.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Verbeek,1967,1967,1989,1991,38,38,1988,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3131,https://www.draftguru.com.au/players/simon_white/1,players/S/Simon_White.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon White,1988,1988,2010,2017,87,87,2009,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3132,https://www.draftguru.com.au/players/simon_wiggins/1,players/S/Simon_Wiggins.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Simon Wiggins,1982,1982,2001,2009,116,116,2000,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3133,https://www.draftguru.com.au/players/spencer_white/1,players/S/Spencer_White.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Spencer White,1994,1994,2014,2014,2,2,2012,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3134,https://www.draftguru.com.au/players/spiro_malakellis/1,players/S/Spiro_Malakellis.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Spiro Malakellis,1968,1968,1989,1993,67,67,1988,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3135,https://www.draftguru.com.au/players/steele_sidebottom/1,players/S/Steele_Sidebottom.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Steele Sidebottom,1991,1991,2009,2025,354,374,2008,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3136,https://www.draftguru.com.au/players/steely_green/1,players/S/Steely_Green.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Steely Green,2004,2004,2024,2025,25,45,2022,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3137,https://www.draftguru.com.au/players/stefan_carey/1,players/S/Stefan_Carey.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stefan Carey,1976,1976,1996,2000,48,48,1993,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3138,https://www.draftguru.com.au/players/stefan_giro/1,players/S/Stefan_Giro.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stefan Giro,1999,1999,2018,2022,14,15,2017,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
3139,https://www.draftguru.com.au/players/stefan_martin/1,players/S/Stefan_Martin.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stefan Martin,1986,1986,2008,2022,203,203,2007,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3140,https://www.draftguru.com.au/players/stephen_anderson/1,players/S/Stephen_Anderson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Anderson,1968,1968,1991,1991,4,4,1989,Mid-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3141,https://www.draftguru.com.au/players/stephen_carter/1,players/S/Stephen_Carter.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Carter,1974,1974,1997,1997,10,10,1994,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3142,https://www.draftguru.com.au/players/stephen_coniglio/1,players/S/Stephen_Coniglio.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Coniglio,1993,1993,2012,2025,227,248,2011,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3143,https://www.draftguru.com.au/players/stephen_copping/1,players/S/Stephen_Copping.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Copping,1956,1956,1982,1984,42,42,1981,,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3144,https://www.draftguru.com.au/players/stephen_daniels/1,players/S/Stephen_Daniels.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Daniels,1976,1976,1997,2000,58,58,1996,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3145,https://www.draftguru.com.au/players/stephen_doyle/1,players/S/Stephen_Doyle.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Doyle,1981,1981,2000,2006,47,47,1999,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3146,https://www.draftguru.com.au/players/stephen_edgar/1,players/S/Stephen_Edgar.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Edgar,1967,1967,1990,1991,14,14,1989,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3147,https://www.draftguru.com.au/players/stephen_gilham/1,players/S/Stephen_Gilham.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Gilham,1984,1984,2005,2014,114,114,2002,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3148,https://www.draftguru.com.au/players/stephen_hill/1,players/S/Stephen_Hill.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Hill,1990,1990,2009,2020,218,218,2008,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3149,https://www.draftguru.com.au/players/stephen_hooper/1,players/S/Stephen_Hooper.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Hooper,1969,1969,1991,1993,21,21,1990,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3150,https://www.draftguru.com.au/players/stephen_jurica/1,players/S/Stephen_Jurica.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Jurica,1976,1976,1995,1997,18,18,1993,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3151,https://www.draftguru.com.au/players/stephen_kenna/1,players/S/Stephen_Kenna.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Kenna,1981,1982,2004,2004,5,5,1999,Rookie,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3152,https://www.draftguru.com.au/players/stephen_milne/1,players/S/Stephen_Milne.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Milne,1980,1980,2001,2013,275,275,1999,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3153,https://www.draftguru.com.au/players/stephen_newport/1,players/S/Stephen_Newport.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Newport,1965,1966,1985,1993,140,39,,,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
3154,https://www.draftguru.com.au/players/stephen_o'reilly/1,players/S/Stephen_OReilly.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen O'Reilly,1972,1973,1993,2000,146,146,1991,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3155,https://www.draftguru.com.au/players/stephen_oliver/1,players/S/Stephen_Oliver.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Oliver,1971,1971,1992,1994,13,13,1987,,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3156,https://www.draftguru.com.au/players/stephen_patterson/1,players/S/Stephen_Patterson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Patterson,1971,1971,1995,2000,96,96,1993,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3157,https://www.draftguru.com.au/players/stephen_paxman/1,players/S/Stephen_Paxman.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Paxman,1970,1971,1991,2003,240,138,1996,Pre-Season,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
3158,https://www.draftguru.com.au/players/stephen_powell/1,players/S/Stephen_Powell.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Powell,1976,1976,1997,2006,142,142,1996,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3159,https://www.draftguru.com.au/players/stephen_rowe/1,players/S/Stephen_Rowe.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Rowe,1965,1966,1991,1995,29,29,1990,Pre-Draft,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3160,https://www.draftguru.com.au/players/stephen_ryan/1,players/S/Stephen_Ryan.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Ryan,1970,1970,1990,1994,51,8,1993,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
3161,https://www.draftguru.com.au/players/stephen_schwerdt/1,players/S/Steven_Schwerdt.html,target_not_registered,target_unregistered,source_discrepancy_same_person,ALTERNATE_REGISTERED_IDENTITY_CORROBORATED,players/S/Stephen_Schwerdt.html,manual_curation,Stephen Schwerdt,1968,,,,,25,1989,National,none,TARGET_NOT_REGISTERED,
3162,https://www.draftguru.com.au/players/stephen_tiller/1,players/S/Stephen_Tiller.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Tiller,1987,1987,2007,2009,21,21,2004,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3163,https://www.draftguru.com.au/players/stephen_tingay/1,players/S/Stephen_Tingay.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Tingay,1970,1970,1989,1999,162,162,1987,,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3164,https://www.draftguru.com.au/players/stephen_wearne/1,players/S/Stephen_Wearne.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Wearne,1968,1968,1992,1992,3,3,1990,Mid-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3165,https://www.draftguru.com.au/players/stephen_williams/1,players/S/Stephen_Williams.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Williams,1961,1961,1987,1987,4,4,1986,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3166,https://www.draftguru.com.au/players/stephen_wrigley/1,players/S/Stephen_Wrigley.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stephen Wrigley,1987,1987,2012,2012,3,3,2011,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3167,https://www.draftguru.com.au/players/stevan_jackson/1,players/S/Stevan_Jackson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Stevan Jackson,1970,1970,1989,1993,59,59,1988,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3168,https://www.draftguru.com.au/players/steve_clifton/1,players/S/Steve_Clifton.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Steve Clifton,1987,1987,2012,2012,5,5,2010,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3169,https://www.draftguru.com.au/players/steve_johnson/1,players/S/Steve_Johnson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Steve Johnson,1983,1983,2002,2017,293,293,2001,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3170,https://www.draftguru.com.au/players/steven_armstrong/1,players/S/Steven_Armstrong.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Steven Armstrong,1984,1984,2002,2008,79,79,2001,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
3171,https://www.draftguru.com.au/players/steven_baker/1,players/S/Steven_Baker.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Steven Baker,1980,1980,1999,2011,203,203,1998,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
